ID,Label
0,1
1,0
2,1
3,0
4,1
5,1
6,0
7,0
8,0
9,1
10,0
11,1
12,0
13,0
14,1
15,0
16,0
17,0
18,0
19,1
20,1
21,1
22,1
23,0
24,0
25,1
26,1
27,0
28,1
29,0
30,0
31,0
32,1
33,1
34,1
35,1
36,1
37,1
38,0
39,1
40,1
41,1
42,1
43,0
44,0
45,0
46,1
47,0
48,1
49,0
50,0
51,0
52,1
53,1
54,1
55,0
56,1
57,1
58,0
59,0
60,1
61,0
62,1
63,0
64,0
65,1
66,1
67,1
68,1
69,0
70,1
71,1
72,0
73,1
74,1
75,0
76,1
77,1
78,1
79,0
80,0
81,0
82,1
83,1
84,0
85,0
86,0
87,0
88,0
89,1
90,1
91,1
92,1
93,1
94,0
95,1
96,0
97,1
98,0
99,0
100,1
101,1
102,1
103,1
104,1
105,0
106,0
107,0
108,0
109,0
110,1
111,0
112,0
113,0
114,1
115,0
116,1
117,0
118,0
119,0
120,1
121,1
122,0
123,0
124,1
125,1
126,0
127,1
128,1
129,1
130,0
131,1
132,1
133,1
134,1
135,0
136,0
137,1
138,0
139,0
140,1
141,1
142,1
143,1
144,1
145,1
146,0
147,1
148,1
149,1
150,0
151,0
152,1
153,1
154,1
155,1
156,1
157,0
158,0
159,0
160,0
161,1
162,1
163,1
164,0
165,1
166,1
167,1
168,0
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,0
177,1
178,1
179,0
180,1
181,0
182,1
183,1
184,0
185,1
186,1
187,1
188,0
189,0
190,1
191,0
192,0
193,1
194,1
195,1
196,0
197,0
198,0
199,1
200,1
201,0
202,0
203,1
204,0
205,0
206,1
207,1
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,1
216,0
217,0
218,0
219,1
220,0
221,1
222,1
223,1
224,1
225,0
226,0
227,1
228,0
229,1
230,0
231,0
232,1
233,0
234,0
235,0
236,0
237,1
238,0
239,0
240,1
241,1
242,0
243,1
244,0
245,0
246,1
247,0
248,0
249,0
250,1
251,0
252,1
253,0
254,1
255,1
256,0
257,0
258,0
259,0
260,0
261,1
262,1
263,0
264,0
265,0
266,0
267,0
268,1
269,0
270,0
271,0
272,1
273,0
274,0
275,1
276,1
277,0
278,1
279,0
280,1
281,0
282,0
283,0
284,0
285,1
286,1
287,0
288,1
289,0
290,0
291,0
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,1
302,1
303,0
304,1
305,1
306,0
307,1
308,0
309,1
310,1
311,1
312,1
313,1
314,1
315,0
316,0
317,0
318,0
319,1
320,1
321,1
322,1
323,0
324,0
325,1
326,1
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,1
336,0
337,0
338,1
339,1
340,0
341,1
342,0
343,1
344,1
345,1
346,1
347,0
348,1
349,1
350,1
351,0
352,0
353,1
354,1
355,1
356,0
357,0
358,1
359,1
360,1
361,0
362,0
363,1
364,1
365,1
366,1
367,1
368,0
369,0
370,0
371,1
372,0
373,1
374,1
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,1
387,0
388,0
389,1
390,0
391,0
392,0
393,1
394,0
395,1
396,1
397,1
398,1
399,1
400,1
401,0
402,0
403,0
404,1
405,1
406,0
407,0
408,1
409,1
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,1
418,1
419,0
420,1
421,0
422,1
423,1
424,1
425,1
426,1
427,0
428,0
429,0
430,1
431,1
432,1
433,0
434,0
435,1
436,1
437,0
438,1
439,1
440,1
441,1
442,0
443,1
444,0
445,1
446,1
447,0
448,1
449,0
450,0
451,1
452,0
453,1
454,0
455,0
456,0
457,1
458,1
459,0
460,0
461,1
462,0
463,0
464,0
465,1
466,0
467,1
468,1
469,0
470,1
471,1
472,0
473,0
474,0
475,0
476,0
477,1
478,1
479,0
480,1
481,0
482,0
483,0
484,0
485,1
486,1
487,1
488,1
489,1
490,0
491,1
492,0
493,0
494,1
495,1
496,0
497,1
498,0
499,0
500,0
501,0
502,1
503,1
504,1
505,0
506,0
507,0
508,0
509,0
510,1
511,1
512,0
513,0
514,1
515,1
516,1
517,1
518,1
519,1
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,1
528,1
529,1
530,1
531,1
532,0
533,0
534,0
535,0
536,1
537,0
538,1
539,1
540,0
541,0
542,0
543,0
544,0
545,1
546,1
547,1
548,0
549,1
550,0
551,0
552,0
553,0
554,0
555,1
556,1
557,1
558,0
559,0
560,1
561,1
562,0
563,0
564,1
565,1
566,0
567,0
568,1
569,0
570,0
571,0
572,1
573,0
574,0
575,0
576,0
577,1
578,0
579,1
580,0
581,1
582,1
583,0
584,0
585,1
586,1
587,0
588,0
589,0
590,1
591,1
592,0
593,0
594,1
595,1
596,0
597,0
598,0
599,1
600,1
601,0
602,0
603,0
604,0
605,0
606,1
607,0
608,1
609,0
610,1
611,0
612,1
613,0
614,1
615,1
616,0
617,1
618,0
619,1
620,1
621,1
622,1
623,1
624,0
625,0
626,1
627,0
628,1
629,1
630,0
631,1
632,1
633,0
634,0
635,1
636,0
637,0
638,1
639,1
640,1
641,0
642,0
643,0
644,0
645,1
646,0
647,0
648,1
649,1
650,1
651,0
652,0
653,1
654,0
655,0
656,0
657,0
658,0
659,0
660,1
661,1
662,0
663,0
664,1
665,1
666,1
667,1
668,1
669,0
670,0
671,1
672,0
673,0
674,1
675,0
676,1
677,0
678,1
679,1
680,1
681,0
682,0
683,0
684,0
685,1
686,1
687,0
688,0
689,0
690,1
691,0
692,0
693,0
694,1
695,1
696,0
697,1
698,0
699,0
700,1
701,1
702,0
703,0
704,0
705,1
706,1
707,1
708,0
709,0
710,1
711,0
712,0
713,0
714,1
715,1
716,0
717,0
718,1
719,0
720,1
721,0
722,1
723,0
724,1
725,0
726,1
727,1
728,1
729,0
730,0
731,0
732,0
733,0
734,0
735,1
736,1
737,0
738,0
739,0
740,1
741,1
742,1
743,1
744,0
745,0
746,0
747,0
748,1
749,0
750,1
751,1
752,0
753,1
754,1
755,0
756,0
757,1
758,1
759,0
760,1
761,1
762,1
763,1
764,0
765,0
766,1
767,0
768,0
769,0
770,1
771,0
772,1
773,1
774,1
775,0
776,1
777,1
778,1
779,0
780,1
781,0
782,0
783,1
784,0
785,0
786,0
787,0
788,0
789,1
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,1
806,0
807,0
808,0
809,0
810,0
811,1
812,1
813,0
814,0
815,1
816,0
817,0
818,0
819,0
820,1
821,1
822,0
823,0
824,1
825,0
826,1
827,1
828,0
829,0
830,0
831,0
832,0
833,0
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,0
845,1
846,1
847,1
848,1
849,1
850,1
851,0
852,1
853,0
854,0
855,1
856,1
857,0
858,1
859,1
860,1
861,0
862,1
863,0
864,1
865,1
866,1
867,1
868,0
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,0
877,0
878,1
879,0
880,1
881,1
882,0
883,0
884,1
885,1
886,0
887,0
888,0
889,1
890,1
891,1
892,0
893,1
894,0
895,0
896,0
897,1
898,0
899,1
900,1
901,0
902,1
903,0
904,0
905,1
906,1
907,0
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,0
919,1
920,0
921,1
922,0
923,0
924,1
925,1
926,0
927,0
928,0
929,0
930,1
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,1
939,1
940,0
941,1
942,0
943,1
944,1
945,1
946,0
947,0
948,0
949,0
950,1
951,0
952,1
953,1
954,1
955,1
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,1
964,0
965,1
966,0
967,0
968,0
969,0
970,0
971,1
972,0
973,0
974,0
975,1
976,1
977,1
978,0
979,0
980,1
981,1
982,1
983,1
984,1
985,1
986,0
987,1
988,0
989,0
990,1
991,0
992,0
993,1
994,0
995,0
996,0
997,1
998,0
999,0
1000,0
1001,1
1002,0
1003,0
1004,0
1005,1
1006,0
1007,0
1008,1
1009,0
1010,0
1011,1
1012,1
1013,1
1014,1
1015,0
1016,1
1017,0
1018,1
1019,1
1020,1
1021,1
1022,1
1023,0
1024,1
1025,1
1026,1
1027,1
1028,0
1029,0
1030,1
1031,0
1032,1
1033,0
1034,0
1035,0
1036,0
1037,1
1038,0
1039,1
1040,0
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,0
1048,0
1049,1
1050,0
1051,1
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,1
1059,1
1060,1
1061,1
1062,0
1063,1
1064,1
1065,0
1066,1
1067,1
1068,0
1069,0
1070,0
1071,0
1072,0
1073,1
1074,1
1075,0
1076,0
1077,1
1078,0
1079,0
1080,0
1081,1
1082,1
1083,0
1084,1
1085,0
1086,1
1087,0
1088,0
1089,1
1090,1
1091,0
1092,1
1093,1
1094,0
1095,1
1096,1
1097,1
1098,1
1099,0
1100,0
1101,1
1102,1
1103,0
1104,1
1105,0
1106,1
1107,1
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,1
1115,1
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,1
1123,1
1124,0
1125,1
1126,0
1127,1
1128,0
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,0
1138,0
1139,0
1140,1
1141,1
1142,1
1143,1
1144,0
1145,0
1146,1
1147,1
1148,0
1149,1
1150,0
1151,0
1152,1
1153,1
1154,0
1155,0
1156,0
1157,0
1158,1
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,1
1174,1
1175,0
1176,0
1177,0
1178,1
1179,0
1180,0
1181,1
1182,0
1183,0
1184,0
1185,0
1186,1
1187,0
1188,1
1189,1
1190,1
1191,0
1192,1
1193,1
1194,0
1195,1
1196,0
1197,1
1198,1
1199,1
1200,0
1201,1
1202,1
1203,1
1204,0
1205,0
1206,1
1207,0
1208,0
1209,1
1210,1
1211,0
1212,1
1213,0
1214,1
1215,0
1216,0
1217,0
1218,0
1219,0
1220,1
1221,1
1222,1
1223,0
1224,0
1225,1
1226,0
1227,0
1228,1
1229,0
